VIN,Year,Model,Condition,Price,Exterior_Color,Interior_Color,Drivetrain,Fuel_Type,Transmission,Engine,State,Mileage
1261093,2023,CR-V EX-L,New,"$35,551",Canyon,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TX,12
3176405,2022,Passport Elite,New,"$47,225",Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NE,9
8887388,2022,Accord Sport 1.5T,Honda Certified,"$35,777",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NE,2439
8256148,2019,Ridgeline RTL-T,Used,"$26,000",White Diamond Pearl,Beige,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,KS,89375
7427107,2019,CR-V LX,Used,"$22,950",Black,Black,All-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,AR,77861
8945477,2020,Odyssey EX-L w/Navigation/RES,Honda Certified,"$36,998",Crystal Black Pearl,Mocha,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,MN,32622
6825647,2021,Ridgeline Sport,Used,"$34,950",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,6-SPEED A/T,V6 Cylinder Engine,MO,16844
7655987,2021,HR-V Sport,Used,"$24,000",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,MN,21390
3237631,2023,Ridgeline RTL,New,"$43,470",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IA,5
9885877,2022,Ridgeline RTL-E,Used,"$40,998",PEWTER,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,MN,10292
1762368,2020,HR-V LX,Used,"$26,998",Gray,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,MN,2235
608960,2019,Odyssey EX-L,Honda Certified,"$31,993",Pacific Pewter Metallic,Mocha,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MN,88387
8969135,2023,CR-V Hybrid Sport Touring,New,"$40,240",Still Night Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,IL,15
9089536,2022,Passport EX-L,New,"$43,665",Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,IL,0
7622961,2015,Accord EX-L,Used,"$20,777",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,IL,71230
6002649,2022,Civic Sport Touring,New,"$31,145",Lunar Silver Metallic,NH-830M/BLACK,Front-wheel Drive,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,WI,0
7246870,2020,Passport EX-L,Used,"$30,577",Deep Scarlet Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IN,26015
9826685,2022,Accord Sport 2.0T,New,"$35,150",Still Night Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,IN,6
2215146,2022,Accord Sport 1.5T,Used,"$29,795",Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,AL,10010
3732990,2023,CR-V EX-L,New,"$36,010",Platinum White Pearl,Black,FWD,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TN,2
6885640,2023,CR-V Hybrid Sport Touring,New,"$39,845",Silver,Black,All-wheel Drive,Hybrid,1-Speed CVT with Overdrive,2.0L I4 16V GDI DOHC Hybrid,IN,6
3276525,2022,Pilot Touring 7-Passenger,New,"$48,860",Gray,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,KY,2
3158981,2023,Odyssey Sport,New,"$43,161",Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,FL,1
2345523,2019,Odyssey EX-L,Used,"$27,991",Deep Scarlet Pearl,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,KY,75489
5287538,2019,Odyssey EX-L,Used,"$25,700",Modern Steel Metallic,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,89473
8315109,2023,CR-V EX,New,"$34,405",Lunar Silver Metallic,Black,AWD,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,KY,6
3951954,2021,Passport Elite,Honda Certified,"$39,804",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,14536
3197525,2021,Civic Sport,Used,"$22,477",Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,GA,45713
1944430,2020,Accord Sport 1.5T,Used,"$24,000",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MI,29628
1098496,2015,Civic Si,Used,"$19,997",Black,Red,Front-wheel Drive,Gasoline,6-Speed Manual,2.4L I4 16V MPFI DOHC,OH,51692
1572877,2023,Odyssey Elite,New,"$51,310",Platinum,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,NC,6
9936888,2022,Pilot TrailSport,New,"$46,500",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,SC,11
3740769,2022,Accord Hybrid Sport,New,"$32,560",Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,FL,10
1788520,2021,Passport Elite,Honda Certified,"$32,649",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,FL,32945
9993693,2019,Odyssey LX,Used,"$26,538",Modern Steel Metallic,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NY,38785
8916566,2023,CR-V EX,New,"$34,250",Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NY,64
86542,2022,Accord Hybrid Sport,Used,"$32,499",Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,NY,12271
3759378,2023,Odyssey Touring,New,"$48,736",Modern Steel Metallic,Gray,FWD,Gasoline,Automatic,3.5L V6 24V GDI SOHC,NC,0
8807172,2019,Insight Touring,Used,"$26,998",White,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,FL,45748
4451280,2022,Pilot TrailSport,New,"$46,500",Platinum White Pearl,Nh-883p/Black,All-wheel Drive,Gasoline,9-Speed Automatic,V6 Cylinder Engine,NC,2
1776654,2023,CR-V Hybrid Sport,New,"$35,745",Lunar Silver Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,VA,0
6333811,2021,Passport Touring,Used,"$37,995",Black,Black,All-wheel Drive,Gasoline,Automatic,V6 Cylinder Engine,NY,20746
8263037,2023,CR-V Hybrid Sport Touring,New,"$39,845",Black,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,VA,2
4810037,2018,Accord Sport,Used,"$21,408",White,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NY,43685
3986771,2022,Odyssey EX-L,Honda Certified,"$40,847",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,PA,3345
1879199,2009,Civic LX,Used,"$8,499",Blue,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,NJ,136660
8666921,2022,Ridgeline Black Edition,New,"$47,260",Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NY,8449
7411418,2019,CR-V EX-L,Used,"$23,500",Maroon,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NJ,29287
2106614,2022,CR-V EX,Honda Certified,"$30,335",White,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NY,2258
7087771,2016,CR-V SE,Used,"$13,718",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,NY,122431
4834363,2018,Pilot EX,Used,"$23,565",Modern Steel Metallic,Gray,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,NY,94381
6811126,2023,CR-V EX,New,"$37,405",Meteorite Gray Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MA,11
1687076,2020,Passport Touring,Honda Certified,"$32,558",WHITE,Black,Front-wheel Drive,Gasoline,AUTOMATIC,V6 Cylinder Engine,CA,39409
1868769,2022,Pilot EX-L,New,"$42,000",Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,CA,5
8073429,2020,CR-V EX-L,Used,"$29,991",Gray,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,CA,34579
2361735,2023,CR-V EX-L,New,"$35,400",Urban Gray Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V DOHC,CA,6
7458258,2023,CR-V Hybrid Sport Touring,New,"$40,850",Urban Gray Pearl,Black,All-wheel Drive,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,CA,0
7818536,2023,Ridgeline RTL,New,"$40,470",Pacific Pewter Metallic,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,CA,4
7165997,2021,Passport Sport,Used,"$32,249",Silver,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,CA,30572
7166306,2021,Passport EX-L,Used,"$30,658",Black,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,CA,18839
2074090,2022,Accord Sport 1.5T,New,"$28,982",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,NV,8
2884746,2020,Accord LX 1.5T,Used,"$21,595",White,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,UT,54874
3879252,2020,Accord Sport 1.5T,Used,"$27,595",Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,UT,11207
1803344,2023,Ridgeline RTL,New,"$43,580",Platinum,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NM,10
6965615,2022,Passport TrailSport,New,"$44,553",Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,8
5821512,2019,Civic LX,Used,"$23,270",Gray,Gray,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,WA,47080
5204427,2019,Civic EX,Used,"$24,995",Aegean Blue Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,WA,31263
1843664,2022,Accord Sport SE,Used,"$36,988",Blue,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,KS,6654
8117485,2022,Pilot TrailSport,New,"$46,104",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,OK,8
7969795,2021,Accord Sport 1.5T,Used,"$28,925",San Marino Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,OK,43615
7147323,2018,Civic EX,Used,"$19,644",Black,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TX,74758
7087130,2016,Civic EX,Used,"$18,000",Black,Black / Ivory,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,TX,72927
6967081,2019,Pilot Touring 7-Passenger,Used,"$34,416",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MO,40742
3517004,2022,Passport EX-L,Honda Certified,"$39,850",Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MO,10305
1094287,2023,HR-V LX,New,"$25,290",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,TX,28
5555806,2018,CR-V Touring,Used,"$29,486",White Diamond Pearl,Ivory,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TX,61916
5172543,2022,Accord Sport 1.5T,New,"$29,252",Still Night Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,AR,5
7470438,2020,Accord EX-L,Used,"$27,495",Radiant Red Metallic,Ivory,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MN,25654
5882417,2020,Passport Elite,Honda Certified,"$34,454",Black Copper Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MN,46790
4184720,2021,Civic EX-L,Honda Certified,"$25,999",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MN,30697
7440900,2018,CR-V EX,Used,"$23,795",Basque Red Pearl II,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,LA,62285
3364389,2022,Pilot Sport,Used,"$35,899",White,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,LA,3811
9601417,2011,Accord EX,Used,"$10,981",Black,Black,Front-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,IL,125902
7663767,2023,HR-V EX-L,New,"$29,145",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,MS,18
1710654,2007,Civic EX,Used,"$7,999",Silver,Gray,Front-wheel Drive,Gasoline,Automatic,1.8L SOHC MPFI 16-valve i-VTEC I4 engine,IL,136021
8091500,2023,Odyssey Elite,New,"$50,915",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,IL,0
1169707,2014,Accord LX,Used,"$18,998",Blue,Gray,FWD,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,IL,57625
7264600,2022,Accord Hybrid Sport,New,"$32,560",Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,IL,4
2690014,2016,Pilot EX,Used,"$14,950",MAROON,BLACK,Front-wheel Drive,Gasoline,Automatic,V6 Cylinder Engine,IN,147498
3279728,2022,Accord Sport 1.5T,New,"$30,075",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IL,4
4975071,2022,Accord Sport SE,New,"$31,565",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IL,1
1659207,2022,Accord Sport 2.0T,Honda Certified,"$31,987",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,IN,12886
3784225,2020,Civic Si Base,Used,"$26,891",Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,IN,37785
4898391,2018,CR-V EX-L,Used,"$29,300",Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IN,67158
7372003,2023,CR-V Hybrid Sport Touring,New,"$40,240",Still Night Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,IN,8
7744614,2014,Ridgeline RTL,Used,"$15,598",Dark Cherry Pearl,Black,Four-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,OH,146938
3928819,2014,Ridgeline RTL,Used,"$26,995",Crystal Black Pearl,Black,Four-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,OH,79839
9787753,2022,Pilot Special Edition,Honda Certified,"$36,556",Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,GA,24850
1605123,2023,CR-V EX-L,New,"$35,400",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,GA,9
8480636,2015,Civic LX,Used,"$13,995",Crystal Black Pearl,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,OH,91904
3341662,2019,Odyssey EX-L,Honda Certified,"$32,450",Blue,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,48782
2441063,2023,CR-V EX-L,New,"$36,900",Mountain Air Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,GA,12
965677,2022,Pilot Elite,New,"$51,665",Crystal Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OH,12
6643267,2016,Pilot Elite,Used,"$22,997",Silver,Interior,All-wheel Drive,Gasoline,9-Speed Automatic,V6 Cylinder Engine,GA,97645
7072683,2022,Pilot Sport,New,"$44,970",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NC,10
7918351,2021,Pilot Special Edition,Used,"$35,835",Lunar Silver Metallic,Gray,Front-wheel Drive,Gasoline,9 speed automatic,V6 Cylinder Engine,NC,15651
5967858,2021,Passport Elite,Used,"$36,542",Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,FL,17760
6216243,2019,Odyssey EX-L,Used,"$31,500",Black,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,SC,53555
4331900,2022,Odyssey EX-L,Used,"$39,907",Lunar Silver Metallic,Mocha,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,NY,8856
213784,2019,Odyssey Elite,Used,"$27,798",Obsidian Blue Pearl,Gray,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,FL,70521
1484106,2021,Passport Touring,Used,"$44,995",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,AK,12162
5107718,2023,Odyssey Touring,New,"$46,290",Platinum White,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,MD,
294849,2020,Pilot LX,Used,"$29,690",Silver,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,FL,29620
189967,2019,Civic Type R Touring,Used,"$36,399",White,Black / Red,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,FL,33285
6099404,2022,CR-V Hybrid Touring,New,"$37,975",Platinum White Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,FL,10
5613393,2019,Fit LX,Used,"$17,999",Aegean Blue Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC,NY,40335
7684593,2022,Accord Sport 2.0T,New,"$35,545",Still Night Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,PA,0
8218253,2018,Civic Si,Used,"$18,060",Black,Black,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,NH,115622
4940368,2022,Passport Elite,Used,"$42,276",Blue,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MA,3623
905300,2019,Passport EX-L,Used,"$31,823",Black Forest Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MA,9494
466832,2022,Pilot Special Edition,New,"$44,205",Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MA,1
200632,2019,Passport Sport,Honda Certified,"$27,987",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,NH,25261
5828172,2021,Passport EX-L,Honda Certified,"$36,465",Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MA,9121
3762717,2018,Clarity Plug-In Hybrid Touring,Used,"$26,906",Modern Steel Metallic,Black,Front-wheel Drive,Hybrid,e continuously variable (e cvt),4 Cylinder Engine,CA,44095
615611,2022,CR-V Touring,New,Not Priced,Modern Steel Metallic,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,CA,5
1341939,2023,Odyssey Touring,New,"$46,290",Radiant Red Metallic II,Beige,FWD,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,CA,
3055177,2018,Clarity Plug-In Hybrid Touring,Used,"$23,999",Modern Steel Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,,55217
8020827,2021,Accord Hybrid EX-L,Honda Certified,"$33,571",Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,NV,14372
7995338,2015,Pilot EX-L,Used,"$18,955",Taffeta White,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,AZ,74208
6674917,2019,Passport Sport,Used,"$27,998",Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,28631
2195911,2022,Accord Sport 2.0T,Used,"$32,440",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,CO,6600
8362952,2022,Pilot Sport,New,"$41,375",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,WA,6
1143655,2023,Ridgeline RTL-E,New,"$49,320",Platinum White Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,OK,5
969575,2019,Insight EX,Used,"$24,995",Gray,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,TX,27122
3994933,2023,CR-V EX-L,New,"$35,400",Platinum White Pearl,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TX,13
1785313,2022,Accord Sport 1.5T,New,"$27,961",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,TX,12
4427065,1998,Prelude,Used,"$18,998",Silver,Black,Front-wheel Drive,Gasoline,5-Speed Manual,2.2L I4 16V MPFI DOHC,NE,28921
1101706,2021,CR-V Hybrid EX,Used,"$31,619",Obsidian Blue Pearl,Gray,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,NE,39836
1536777,2021,Pilot Elite,New,"$49,840",Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MO,3
9719200,2013,CR-V EX-L,Used,"$18,695",Gray,Gray,All-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,MO,89690
3822231,2023,HR-V Sport,New,"$27,195",Milano Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,TX,5
9982799,2017,Fit EX,Used,"$14,985",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC,ND,61386
5084280,2017,Ridgeline RTL,Used,"$22,995",White Diamond Pearl,Black,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,MO,109266
9794310,2022,HR-V EX-L,Used,"$26,998",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,MN,14120
1898427,2019,Odyssey EX-L,Honda Certified,"$37,490",Gray,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MN,36293
6196358,2023,CR-V EX-L,New,"$36,900",Still Night,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,MN,387
2040608,2019,Odyssey,Honda Certified,"$36,590",Forest Mist,Beige,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,MN,31099
4314359,2022,Pilot Touring 8-Passenger,Used,"$38,995",Platinum White Pearl,Beige,All-wheel Drive,Gasoline,AUTOMATIC,V6 Cylinder Engine,LA,39997
1556989,2023,CR-V EX-L,New,"$37,510",Platinum White Pearl,Gray,AWD,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IA,0
5763636,2019,CR-V LX,Used,"$24,995",Molten Lava Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,IL,44469
292794,2023,Ridgeline RTL-E,New,"$44,025",Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,LA,5
4948817,2022,Accord Sport 1.5T,New,"$29,766",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IL,5
8180194,2022,Accord Sport 1.5T,New,"$29,470",Still Night Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IL,12
5433471,2023,CR-V EX-L,New,"$36,900",Mountain Air Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IL,6
299497,2022,Passport TrailSport,Used,"$39,684",Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,IN,8209
3783960,2022,Accord Sport 1.5T,New,"$30,470",Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IL,3
1144047,2022,Accord Sport 1.5T,New,"$30,075",Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IL,4
4961535,2021,Pilot EX-L,Used,"$34,694",Black,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,WI,24685
9685251,2022,Accord Hybrid Sport,New,"$32,560",Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,IL,3
1751944,2022,Accord Sport 1.5T,New,"$30,075",Lunar Silver Metallic,Black,FWD,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,IL,3
3805331,2023,HR-V Sport,New,"$28,645",Milano Red,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,IL,3
1527622,2023,HR-V Sport,New,"$28,645",Milano Red,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,IL,3
